long_name,overall,age,height_cm,weight_kg,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
luis carlos almeida da cunha,83,30,175,66,5,81,79,81,86,24,64,82,75,46,81,75,87,86,79,79,86,84,78,92,80,77,85,39,74,62,83,62,31,77,80,72,79,15,22,20,5,10,13,6,6,0
wesley sneijder,83,33,170,72,3,69,78,86,82,38,57,86,72,32,84,80,82,88,86,86,85,70,69,77,77,85,86,30,62,57,84,55,45,74,88,76,83,32,41,37,9,5,13,11,12,0
javier mascherano,83,33,174,73,2,65,53,71,68,82,77,63,42,68,79,51,58,63,50,75,80,67,64,72,83,78,76,75,76,74,55,88,88,51,68,60,86,81,83,82,6,10,8,5,5,0
santiago cazorla gonzalez,83,32,168,66,4,65,76,85,85,61,63,85,75,58,86,72,85,86,78,83,87,68,63,79,82,91,77,70,68,59,78,64,65,79,86,80,88,58,64,52,6,9,5,7,15,0
diego lopez rodriguez,83,35,196,89,1,0,0,0,0,0,0,11,12,10,28,14,11,10,11,23,23,34,52,48,79,47,22,68,42,66,11,36,16,11,53,21,62,14,13,14,77,84,76,83,80,44
juan francisco torres belen,83,32,180,72,3,82,58,75,77,80,77,83,54,59,77,49,77,80,59,66,79,76,87,75,82,62,68,68,85,74,53,78,78,68,72,66,74,83,84,81,11,14,10,15,7,0
lucas biglia,83,31,178,63,3,69,63,81,80,75,75,74,50,54,86,78,77,71,76,84,85,70,68,76,82,78,77,62,82,70,75,83,84,55,80,72,80,70,80,78,14,12,7,12,7,0
loic perrin,83,31,181,80,2,68,65,69,67,86,80,69,64,80,74,44,62,59,51,77,74,67,69,64,76,72,73,84,79,79,67,81,82,58,63,68,80,88,88,84,6,7,12,11,14,0
borja valero iglesias,83,32,175,73,4,70,69,85,86,63,65,78,67,60,89,70,86,78,76,86,88,73,67,80,84,82,72,67,74,66,70,52,70,76,86,72,80,58,66,62,5,4,10,8,7,0
moussa dembele,83,29,185,88,4,76,72,77,85,75,84,65,66,69,86,73,86,65,55,79,86,75,77,82,80,74,85,77,77,92,72,74,80,71,79,67,89,70,80,67,16,14,11,16,14,0
kasper schmeichel,83,30,189,89,1,0,0,0,0,0,0,18,12,16,44,15,12,13,15,46,40,62,60,62,80,47,36,60,35,62,14,33,20,14,59,26,52,14,14,13,83,82,82,80,86,61
antonio valencia,83,31,180,83,3,87,65,75,81,78,85,85,58,64,77,69,82,69,66,69,81,88,87,75,86,83,85,70,90,85,62,83,80,75,71,55,82,78,83,77,16,11,10,7,7,0
ezequiel garay,83,30,188,77,2,43,64,66,64,84,80,62,58,85,69,49,62,55,74,72,73,39,46,57,77,38,80,79,74,85,68,74,84,49,63,69,79,84,85,82,14,6,13,13,14,0
lukasz piszczek,83,32,184,79,2,79,69,76,74,81,80,86,65,74,78,67,74,80,47,69,76,73,84,66,82,66,77,76,79,79,68,83,81,73,72,65,82,79,84,83,14,11,14,6,12,0
kevin gameiro,83,30,173,70,3,87,83,75,78,35,68,70,86,67,79,78,76,76,70,72,80,88,86,82,85,77,84,84,76,64,76,66,38,86,76,85,85,23,33,39,6,10,8,8,6,0
jonas goncalves oliveira,83,33,182,74,3,65,85,75,84,35,65,70,87,79,74,85,84,85,77,70,88,66,65,77,85,69,83,69,71,63,84,61,34,86,83,84,87,23,36,25,12,11,7,8,5,0
morgan schneiderlin,83,27,181,75,2,68,62,76,77,79,81,65,61,71,86,56,74,68,61,80,84,67,68,73,81,71,71,70,89,77,56,83,84,65,73,56,83,76,82,80,6,11,12,14,7,0
yann sommer,83,28,183,79,1,0,0,0,0,0,0,13,13,10,40,8,15,12,13,31,25,48,54,55,80,58,23,69,45,68,12,38,21,15,58,24,57,11,19,12,81,82,83,80,83,51
rui pedro dos santos patricio,83,29,190,84,1,0,0,0,0,0,0,12,12,11,31,17,20,10,16,30,23,53,57,61,80,54,38,79,45,77,11,39,22,13,63,32,53,13,13,11,85,81,80,79,82,55
ever banega,83,29,174,71,4,69,70,85,84,62,67,80,65,45,88,65,83,83,81,85,85,71,67,84,78,86,74,58,66,67,77,69,70,75,85,67,82,57,69,61,13,8,7,7,10,0
benedikt howedes,83,29,187,82,2,64,47,63,64,83,77,58,48,84,73,38,60,38,52,64,68,62,65,63,82,61,62,82,68,81,31,79,83,51,57,56,82,84,83,83,14,6,9,10,7,0
adam lallana,83,29,172,73,4,73,75,80,84,65,74,74,79,67,86,72,85,77,66,77,86,74,72,83,78,76,72,73,90,67,72,74,68,77,83,70,80,60,67,62,6,15,14,8,11,0
mario mandzukic,83,31,190,86,3,72,78,71,74,65,87,72,84,90,75,86,74,64,49,65,77,68,76,67,86,53,78,85,87,87,58,88,66,89,74,76,80,56,64,64,10,8,5,8,15,0
nicolas gaitan,83,29,173,68,4,81,74,81,85,39,55,82,73,54,81,81,85,88,72,78,84,84,79,87,84,81,72,68,69,46,74,57,40,79,82,71,80,30,42,43,8,11,9,7,5,0
sebastian giovinco,83,30,163,61,4,84,81,79,87,27,57,73,83,34,79,75,86,86,89,75,87,88,81,92,82,93,79,34,77,42,81,75,26,84,82,77,88,23,29,28,6,3,6,3,3,0
adrien s perruchet silva,83,28,175,69,3,65,76,82,81,78,72,78,71,61,83,75,82,79,75,84,85,64,65,73,77,67,83,56,89,62,80,79,84,75,85,85,82,80,78,73,15,6,8,10,7,0
jose maria callejon bueno,83,30,178,73,3,90,78,71,83,35,65,77,76,65,75,84,82,65,65,51,84,90,90,85,80,81,78,73,92,55,80,54,40,88,78,62,79,24,32,32,8,5,14,11,11,0
omer toprak,83,27,186,83,2,76,39,62,67,85,75,49,28,83,74,55,64,44,33,69,72,72,79,64,81,61,63,82,68,78,36,73,84,35,59,48,78,86,85,82,11,8,11,12,15,0
mateo musacchio,83,26,180,73,2,70,51,67,58,84,78,55,48,81,78,36,43,53,45,70,73,72,69,72,81,59,57,83,70,81,53,81,85,50,64,57,76,85,84,86,5,11,12,6,12,0
steven nzonzi,83,28,190,75,3,57,67,73,71,80,88,59,64,79,82,55,72,73,42,78,82,52,61,43,82,31,79,75,86,91,66,87,85,70,77,57,85,75,83,78,7,16,16,16,13,0
oscar dos santos emboaba,83,25,179,67,4,74,75,79,82,43,47,70,75,54,83,63,81,77,77,78,84,75,74,86,81,80,76,66,76,36,77,31,34,81,83,68,83,37,50,47,12,10,15,12,12,0
kyle walker,83,27,183,83,2,90,63,73,76,80,81,78,51,73,75,57,77,76,71,67,76,86,93,70,81,72,86,83,90,77,68,78,78,66,69,63,75,79,84,83,12,6,16,15,8,0
bas dost,83,28,196,89,2,60,83,57,64,43,83,38,87,93,74,85,64,62,32,37,73,54,64,38,85,35,83,55,84,89,74,72,39,88,68,81,78,29,48,26,6,12,15,11,8,0
giacomo bonaventura,83,27,181,75,3,78,77,82,83,67,73,82,70,60,84,78,83,78,78,80,85,78,78,81,82,77,84,69,87,69,86,68,72,78,82,68,82,60,72,68,10,14,7,15,14,0
shinji kagawa,83,28,175,68,4,70,68,76,87,34,49,60,76,42,84,75,87,74,63,73,85,76,65,92,81,88,56,66,80,39,55,30,56,80,82,78,81,30,24,27,11,9,8,9,13,0
javier pastore,83,28,187,78,4,71,75,83,85,58,64,77,73,63,87,78,88,83,69,83,87,69,72,79,83,58,78,49,67,64,76,65,69,78,86,75,79,49,59,51,14,9,6,10,12,0
nemanja matic,83,28,194,85,3,64,70,76,72,80,87,68,64,77,83,74,72,68,67,78,78,62,66,56,82,53,78,71,89,89,75,83,85,68,75,69,84,75,83,75,7,15,12,14,9,0
nicolas otamendi,83,29,183,81,2,63,56,59,54,83,81,52,53,83,71,56,41,50,39,66,64,62,64,69,78,62,69,86,76,80,56,90,85,49,45,44,84,81,83,84,12,5,8,11,12,0
iago aspas juncal,83,29,176,67,3,81,83,73,85,29,63,67,86,78,80,86,85,83,76,64,84,84,79,88,86,77,79,68,70,59,80,63,36,85,68,80,73,20,21,18,12,16,9,12,13,0
idrissa gueye,83,27,174,66,2,76,60,70,77,83,81,60,50,69,82,32,75,33,43,74,79,78,75,75,79,82,80,85,88,76,67,84,87,67,72,54,80,80,87,85,8,6,8,12,13,0
joel matip,83,25,195,90,2,67,46,68,66,84,78,54,36,85,77,50,65,63,22,74,71,60,73,58,81,49,66,67,73,81,48,81,85,51,72,42,75,83,85,79,11,15,10,7,10,0
mattia perin,83,24,188,77,1,0,0,0,0,0,0,11,11,12,33,19,19,15,13,31,23,57,56,70,79,30,23,75,30,52,17,25,19,12,44,21,58,14,12,19,80,85,71,78,90,56
stefan de vrij,83,25,189,78,2,68,41,58,65,85,76,49,25,78,71,27,61,45,16,71,71,68,68,61,78,60,65,71,69,80,60,74,85,32,50,41,82,87,86,82,8,10,7,14,13,0
anthony lopes,83,26,184,81,1,0,0,0,0,0,0,19,18,16,32,13,15,15,14,31,21,60,64,65,85,62,20,85,33,65,18,35,25,9,38,16,55,13,15,13,86,81,71,79,85,62
victor machin perez,83,27,184,80,3,80,77,79,83,28,76,80,79,65,81,75,86,76,62,82,85,81,79,75,80,63,77,70,81,81,73,61,25,80,78,74,70,25,21,23,11,16,8,14,16,0
danilo luis helio pereira,83,25,188,83,2,68,62,69,74,82,87,50,56,76,82,55,76,48,53,79,77,67,68,58,76,60,77,67,87,89,64,88,85,69,69,52,84,80,85,78,9,7,13,14,15,0
roberto firmino barbosa de oliveira,83,25,181,76,4,77,81,79,85,46,77,72,83,72,83,79,87,80,67,75,85,77,77,82,82,81,79,81,86,76,80,66,37,84,83,72,78,30,59,42,8,11,9,6,10,0
virgil van dijk,83,25,193,92,2,73,60,67,69,83,85,53,52,80,76,45,70,60,70,76,73,69,76,57,79,51,81,79,76,92,64,78,83,41,59,62,82,83,85,83,13,10,13,11,11,0
riyad mahrez,83,26,179,67,5,82,74,78,88,28,55,81,74,45,78,71,88,79,75,74,88,85,80,92,75,85,76,62,75,51,72,40,38,79,79,72,82,25,23,19,15,9,13,11,6,0
samuel umtiti,83,23,182,75,2,74,64,71,71,82,79,69,51,72,79,70,69,72,63,73,75,72,75,68,77,66,83,87,79,78,74,80,86,58,58,61,74,80,85,83,15,10,14,12,15,0
william silva de carvalho,83,25,187,83,3,53,57,77,74,80,83,66,56,73,84,50,79,77,50,86,78,52,53,45,74,50,59,68,84,88,58,75,84,62,78,60,89,77,85,71,6,6,5,14,14,0
marcos aoas correa,83,23,183,75,2,71,38,68,69,84,76,72,33,80,80,31,65,49,32,78,76,69,72,66,81,68,53,85,75,74,35,80,84,46,51,31,79,85,85,86,6,6,12,10,13,0
emil forsberg,83,25,179,78,3,75,74,83,83,30,66,86,72,45,86,67,82,81,77,70,85,78,72,85,80,83,75,53,76,63,80,62,43,77,86,64,79,23,26,17,13,7,9,15,11,0
andrea belotti,83,23,181,72,3,82,81,57,78,29,84,42,88,84,68,80,78,64,56,42,78,80,83,79,78,75,81,83,84,85,67,83,31,85,61,77,78,15,23,32,13,7,12,14,7,0
mohamed salah,83,25,175,71,4,93,73,74,87,45,66,73,79,59,79,71,87,70,60,65,87,93,93,86,82,84,71,70,77,61,62,63,55,83,78,61,75,37,43,41,14,14,9,11,14,0
fabio henrique tavares,83,23,188,78,3,74,65,76,76,83,83,79,66,75,82,30,75,71,45,74,80,73,75,71,79,69,75,77,89,80,53,83,83,68,72,91,80,79,88,85,13,12,6,8,8,0
ederson santana de moraes,83,23,188,86,1,0,0,0,0,0,0,20,14,14,15,18,21,12,20,30,30,64,63,60,86,40,42,58,38,68,18,35,25,16,60,17,58,9,15,8,81,76,82,78,87,63
niklas sule,83,21,195,97,2,65,41,51,49,83,81,30,20,85,76,29,42,28,30,61,63,51,76,33,80,32,77,38,65,94,62,81,82,26,30,32,72,81,86,82,15,7,14,7,15,0
joao mario naval costa eduardo,83,24,179,73,3,73,70,80,83,70,71,77,66,55,83,69,84,74,67,78,85,71,75,81,82,70,77,63,84,69,73,61,78,80,82,66,85,67,75,61,6,15,8,8,8,0
thomas lemar,83,21,170,58,3,85,78,80,86,62,70,82,78,54,82,75,88,81,81,71,86,86,84,85,76,84,82,72,79,69,76,63,66,76,82,68,79,63,59,63,11,15,13,7,14,0
geronimo rulli,83,25,189,84,1,0,0,0,0,0,0,12,15,12,32,16,15,19,20,23,15,54,48,58,77,50,24,68,42,73,17,26,21,12,58,24,30,16,13,17,85,79,75,82,86,51
jose maria gimenez,83,22,185,76,2,70,45,51,52,85,81,47,37,79,68,30,47,36,44,58,56,68,72,57,76,50,72,90,68,84,48,89,85,24,27,38,73,85,86,87,9,11,7,10,15,0
naby keita,83,22,172,64,4,73,71,77,89,62,70,62,74,42,88,59,90,63,47,78,88,82,66,90,84,90,76,56,88,59,66,77,79,74,81,58,79,55,63,61,7,14,15,14,9,0
ousmane dembele,83,20,178,67,5,91,76,75,89,33,56,77,77,43,74,76,92,78,65,68,85,93,89,90,82,85,82,59,74,47,65,54,36,78,84,75,73,29,30,33,6,6,14,10,13,0
kylian mbappe,83,18,178,73,4,90,80,74,85,47,74,70,87,76,78,74,86,75,58,68,87,89,90,78,79,76,79,71,83,74,68,62,49,79,77,70,80,41,44,40,13,5,7,11,6,0
rune almenning jarstein,82,32,190,82,1,0,0,0,0,0,0,18,13,16,34,16,11,10,14,34,23,40,46,35,73,45,21,59,31,70,18,34,19,15,37,13,55,13,11,13,78,81,72,87,85,43
stephan lichtsteiner,82,33,182,75,2,77,59,73,76,80,77,82,45,72,77,62,76,68,66,71,75,76,78,77,82,79,74,75,83,72,70,82,82,66,62,64,80,78,82,82,4,3,2,3,2,0
david villa sanchez,82,35,175,69,4,69,83,74,82,31,69,71,86,67,76,79,83,83,80,67,85,72,67,75,83,75,81,67,76,66,79,67,29,86,75,88,83,22,28,38,8,9,9,11,9,0
fernando luiz rosa,82,32,179,67,3,73,73,76,78,77,78,68,69,55,82,74,77,70,71,79,78,73,73,77,82,79,83,72,80,75,78,86,85,68,75,61,73,72,83,77,12,11,5,13,7,0
arda turan,82,30,175,76,4,71,73,81,84,61,72,82,71,70,83,80,85,81,64,80,86,75,68,82,80,76,73,78,69,70,76,80,61,81,83,73,83,54,63,65,11,7,11,12,11,0
raffael caetano de araujo,82,32,174,69,4,72,79,80,86,41,67,73,81,63,84,75,87,80,73,77,87,77,68,84,84,83,77,71,74,63,78,66,53,82,83,72,79,29,42,31,12,10,5,13,14,0
mario gomez,82,31,189,88,2,72,82,62,73,28,78,62,84,83,69,78,74,68,36,50,75,68,75,63,81,53,82,76,69,86,78,72,20,84,62,74,85,20,24,20,8,8,9,7,14,0
joe hart,82,30,196,91,1,0,0,0,0,0,0,14,14,10,32,19,23,17,13,35,20,59,60,50,77,32,65,72,28,61,19,28,25,14,42,48,68,14,14,13,83,78,75,81,83,60
raul albiol tortajada,82,31,190,82,2,57,41,57,59,84,76,38,27,77,71,31,54,53,45,65,67,57,57,53,80,56,65,77,62,82,53,79,83,30,49,37,73,85,85,83,8,6,5,9,8,0
benoit costil,82,29,187,88,1,0,0,0,0,0,0,11,14,15,35,12,13,12,11,33,12,49,53,38,77,45,22,49,28,65,15,22,22,12,44,15,53,16,11,14,82,80,78,82,84,51
joao filipe moutinho,82,30,170,61,3,69,75,81,81,70,72,77,74,70,84,76,81,82,79,82,82,73,65,79,75,84,76,79,84,64,80,74,72,73,80,70,86,68,72,68,13,15,15,13,13,0
andrea consigli,82,30,189,82,1,0,0,0,0,0,0,10,10,10,31,19,10,15,15,27,23,48,34,57,75,40,24,80,31,51,19,11,15,10,46,21,50,12,17,19,82,83,72,81,84,40
leighton baines,82,32,170,74,3,70,71,80,79,80,71,86,63,74,81,63,78,81,82,74,80,73,68,74,83,84,84,71,81,64,75,74,80,73,76,90,81,81,81,79,8,15,10,13,12,0
steve mandanda,82,32,185,82,1,0,0,0,0,0,0,14,13,13,37,13,15,13,12,28,17,53,43,52,79,36,24,74,31,61,11,37,23,11,55,11,63,10,15,13,86,78,77,77,85,48
ashley williams,82,32,183,77,2,65,43,56,61,81,81,32,37,78,71,34,57,34,23,74,66,62,67,58,80,59,64,82,70,86,40,83,82,28,53,45,73,80,84,80,7,10,16,7,10,0
samir nasri,82,30,175,75,4,78,76,81,84,38,59,79,76,42,84,72,83,77,79,76,85,78,78,85,77,90,74,50,75,63,80,33,37,79,81,77,82,35,37,44,1,1,1,1,1,0
gonzalo castro,82,30,172,74,3,71,72,83,81,72,68,82,69,52,84,65,80,80,74,83,82,73,69,83,84,83,77,73,78,65,78,64,78,76,83,58,83,72,70,81,14,8,13,10,15,0
emiliano viviano,82,31,195,90,1,0,0,0,0,0,0,12,17,13,36,13,18,14,16,37,22,30,33,35,77,32,21,66,29,58,18,18,10,10,60,21,64,19,10,12,81,84,79,78,83,32
carlos vela,82,28,177,77,4,84,79,77,82,25,66,80,81,64,81,84,82,80,71,63,81,87,81,86,77,79,73,69,68,68,80,57,37,81,80,72,79,12,22,14,8,14,8,13,10,0
danny rose,82,26,174,76,3,81,63,73,78,81,78,81,57,62,76,64,79,64,57,66,76,80,81,73,82,76,72,75,81,74,69,87,81,68,73,57,73,82,84,85,10,11,8,13,13,0
daniel sturridge,82,27,180,76,4,76,82,69,79,25,68,62,83,73,74,75,80,62,68,62,81,74,78,75,82,64,83,72,68,71,80,60,22,84,74,75,81,15,24,12,7,15,9,5,13,0
ronaldo aparecido rodrigues,82,34,198,91,2,69,69,63,61,84,73,45,57,91,72,60,60,52,76,70,68,67,70,50,82,36,92,41,62,82,81,71,83,53,59,60,84,80,85,84,14,10,14,8,14,0
asmir begovic,82,30,199,83,1,0,0,0,0,0,0,14,12,12,26,12,16,17,15,32,24,52,58,53,78,41,28,38,36,80,12,42,21,11,31,40,62,13,11,12,81,81,73,79,82,55
claudio bravo,82,34,184,80,1,0,0,0,0,0,0,12,13,18,56,11,22,25,38,54,41,58,54,64,77,64,22,81,44,70,17,40,23,15,69,23,60,11,18,19,80,80,87,77,81,56
axel witsel,82,28,186,73,4,71,74,77,82,73,80,69,71,77,83,67,83,69,68,78,85,67,74,82,81,60,78,72,85,79,74,78,80,75,78,81,86,69,73,71,5,7,7,10,7,0
lars bender,82,28,185,81,2,68,64,73,72,82,79,69,59,78,79,57,72,49,47,74,75,66,69,65,82,63,74,77,87,76,71,78,87,69,76,52,83,76,85,82,12,6,7,12,7,0
benat etxebarria urkiaga,82,30,177,76,2,58,75,84,75,66,74,81,69,47,85,61,73,83,84,86,80,65,52,71,80,74,87,59,79,70,81,79,70,78,84,69,73,59,76,65,16,10,14,6,13,0
javier hernandez,82,29,175,73,3,79,80,66,78,31,59,62,87,82,70,79,76,67,52,55,79,84,75,81,83,83,76,82,68,53,69,59,26,87,72,76,81,22,29,25,14,12,9,12,11,0
branislav ivanovic,82,33,185,91,2,62,61,68,61,83,83,72,57,86,71,48,58,70,48,74,66,63,61,57,76,47,73,83,78,85,62,86,79,61,57,58,81,85,83,83,15,9,13,11,13,0
olivier giroud,82,30,192,88,2,53,81,70,73,38,83,64,83,90,77,82,72,70,65,56,82,51,55,59,82,52,85,82,74,90,74,76,41,83,75,81,78,26,37,20,12,15,11,6,5,0
federico fazio,82,30,195,85,2,30,41,54,54,84,81,44,41,89,64,35,48,46,37,62,72,31,30,29,82,32,63,40,69,90,26,84,83,32,47,33,83,85,84,79,8,9,12,11,14,0
georginio wijnaldum,82,26,175,69,3,81,75,76,84,66,74,67,74,72,83,73,85,76,70,74,84,79,82,82,82,80,78,82,87,71,71,64,70,82,78,74,79,60,69,64,16,6,14,12,6,0
vedran corluka,82,31,192,84,3,58,51,67,66,82,83,68,47,83,70,38,65,69,60,72,73,49,65,57,77,46,64,86,80,84,53,81,77,45,60,49,78,83,83,82,15,9,12,14,6,0
fernando muslera,82,31,190,84,1,0,0,0,0,0,0,15,10,12,44,10,25,14,10,47,23,60,62,68,78,62,25,84,45,68,10,32,23,13,58,24,63,17,16,16,81,75,75,83,85,61
ljubomir fejsa,82,28,183,80,2,53,57,66,68,81,85,50,49,73,78,53,68,43,57,74,71,52,54,56,78,56,73,73,88,83,62,91,87,50,63,56,75,79,84,77,14,12,13,11,14,0
orestis karnezis,82,31,190,81,1,0,0,0,0,0,0,19,16,24,22,14,15,11,11,36,23,44,34,45,78,49,22,64,33,66,18,18,23,10,47,21,22,13,15,24,80,83,70,80,84,39
max kruse,82,29,180,76,3,71,84,82,82,39,69,81,86,63,83,80,82,80,69,80,86,74,69,75,85,76,81,66,76,69,80,63,41,85,84,89,86,32,38,34,12,7,5,13,9,0
jordan henderson,82,27,182,67,3,72,70,83,76,76,81,81,67,65,85,72,74,80,74,83,80,73,71,73,79,71,75,81,93,76,71,80,79,76,82,64,78,73,80,76,7,13,7,9,13,0
marko arnautovic,82,28,192,83,4,77,74,79,81,53,81,83,73,71,79,79,84,79,74,74,85,76,78,72,75,57,78,68,79,84,71,81,53,80,81,77,77,49,60,30,14,15,10,10,15,0
yacine brahimi,82,27,175,66,4,80,73,77,89,33,56,77,74,46,77,73,91,83,78,70,85,86,75,93,83,87,69,72,76,49,74,46,38,76,78,75,86,24,36,25,13,16,12,7,7,0
gylfi sigurdhsson,82,27,186,77,3,66,81,84,79,52,70,86,81,60,84,75,79,87,89,78,84,65,66,72,78,61,82,70,86,67,84,57,37,80,84,80,81,55,56,55,13,8,10,15,12,0
wojciech szczesny,82,27,196,85,1,0,0,0,0,0,0,12,12,16,32,14,11,16,14,36,22,51,47,55,81,51,15,71,45,65,14,40,15,14,48,18,65,11,13,12,83,77,74,78,87,49
aaron ramsey,82,26,183,76,3,68,75,79,81,65,75,75,72,58,84,79,81,70,70,80,82,67,68,76,81,75,81,67,89,69,74,73,69,82,80,75,81,60,70,67,6,11,5,10,8,0
mario balotelli,82,26,189,88,4,80,82,70,79,26,77,68,84,66,75,74,81,78,78,55,85,77,82,70,68,50,88,75,66,85,74,70,30,76,70,92,79,16,22,20,2,2,2,4,2,0
lars stindl,82,28,181,80,3,71,84,79,79,65,74,76,84,64,83,86,78,79,69,69,83,74,69,71,84,78,84,73,82,70,86,74,70,86,83,80,83,63,65,57,7,10,13,11,12,0
marlos romero bonfim,82,29,174,69,5,83,76,78,87,48,66,76,76,53,81,68,87,80,72,73,88,85,82,92,77,84,76,68,78,62,78,58,51,77,79,74,84,45,49,42,6,13,13,8,9,0
taison barcellos freda,82,29,172,64,4,92,79,75,86,47,63,73,76,56,77,82,87,52,73,75,85,93,91,89,79,83,83,62,70,62,83,56,49,74,79,72,74,38,53,40,7,7,11,15,13,0
victor wanyama,82,26,184,87,2,64,66,70,74,82,91,63,63,73,78,60,74,62,57,70,76,60,68,71,84,66,79,81,88,93,63,90,84,65,67,65,76,79,86,79,6,14,10,13,16,0
kevin trapp,82,26,189,88,1,0,0,0,0,0,0,13,13,11,25,12,10,14,12,12,24,45,52,42,79,37,22,75,45,73,13,30,22,12,45,17,48,10,14,10,80,78,79,84,84,49
daniel parejo munoz,82,28,180,75,3,52,77,87,77,61,71,84,75,63,90,72,75,87,90,87,83,55,50,69,79,72,80,55,76,72,80,68,68,79,85,83,74,59,61,51,5,9,12,14,8,0
vicente iborra de la fuente,82,29,190,91,2,50,73,73,68,83,83,53,72,81,81,66,67,66,70,82,80,49,51,54,75,36,85,74,79,88,64,78,85,82,74,72,73,85,84,75,14,11,6,15,8,0
nathaniel clyne,82,26,175,67,3,83,61,71,77,80,76,79,54,67,77,45,76,64,39,67,76,82,83,83,76,76,74,69,87,71,69,76,79,72,64,46,75,81,83,86,10,11,13,15,7,0
douglas costa de souza,82,26,170,65,5,92,77,77,85,32,64,76,71,51,78,73,85,79,78,71,83,96,88,91,76,90,86,61,74,63,84,55,32,77,78,77,73,28,31,30,13,15,9,12,5,0
ciro immobile,82,27,185,85,3,81,83,61,77,38,74,55,86,75,70,81,77,70,51,49,79,77,85,77,85,63,86,77,71,74,76,77,40,86,62,76,81,31,33,32,6,8,15,12,6,0
juan cuadrado,82,29,179,71,5,91,74,75,87,61,65,78,67,58,77,68,90,76,69,69,83,90,92,91,76,83,84,75,75,57,80,70,62,78,72,65,76,60,60,68,5,5,13,6,9,0
xherdan shaqiri,82,25,169,72,4,83,77,78,85,46,65,74,72,37,80,76,85,82,78,76,83,87,79,88,80,92,85,63,74,62,81,64,65,78,79,65,79,40,41,48,13,12,12,11,11,0
victor ruiz torre,82,28,184,80,2,58,42,64,60,83,81,54,37,77,75,39,53,67,46,70,71,54,61,56,77,58,59,78,74,85,38,82,83,39,56,46,72,83,84,85,12,8,6,6,14,0
gary medel,82,29,171,71,2,74,48,68,70,81,81,55,31,68,78,61,63,35,45,76,74,74,74,78,80,92,65,92,84,76,59,89,86,58,72,62,78,78,84,82,14,7,9,6,6,0
oliver baumann,82,27,187,82,1,0,0,0,0,0,0,14,11,16,30,11,19,12,11,25,17,47,51,45,81,43,21,73,39,69,13,32,21,10,41,22,52,10,18,14,82,82,64,81,84,49
willian jose da silva,82,25,189,93,3,67,82,65,76,37,77,54,84,84,79,80,79,68,71,48,80,65,68,60,81,50,83,72,67,87,76,65,35,85,63,80,73,29,32,30,15,14,16,15,8,0
luis miguel afonso fernandes,82,27,177,72,4,79,77,81,83,61,69,77,77,45,82,77,82,83,76,81,82,83,76,87,82,84,74,67,90,59,78,68,68,85,86,76,85,62,64,52,15,14,9,9,15,0
jonathan viera ramos,82,27,170,64,3,81,75,81,86,53,68,75,78,41,85,57,88,80,76,76,83,86,76,89,79,84,70,69,78,67,79,56,69,79,87,74,80,29,67,58,16,16,9,14,9,0
granit xhaka,82,24,185,82,3,50,66,79,72,72,78,66,49,62,85,50,70,68,70,86,80,48,51,53,83,61,88,39,78,76,85,92,77,77,82,59,74,71,73,68,7,8,11,7,13,0
francesco acerbi,82,29,192,88,2,62,50,58,58,85,77,25,37,77,70,39,57,62,56,75,67,65,60,33,83,35,75,68,69,84,60,73,84,20,59,72,83,86,86,85,11,9,9,13,11,0
heung min son,82,24,183,77,4,86,83,75,83,25,66,75,83,65,78,73,85,81,70,64,82,87,86,79,81,77,83,65,80,62,86,60,29,83,78,71,78,17,19,23,11,13,13,6,10,0
lucas rodrigues m silva,82,24,172,72,4,93,74,75,86,45,62,75,72,50,77,70,88,69,74,74,82,95,92,94,75,87,79,71,68,56,71,67,50,78,73,75,79,39,43,51,9,10,14,7,14,0
marcos rojo,82,27,187,80,3,71,59,69,68,81,83,75,50,82,72,49,67,67,57,73,68,70,71,72,77,64,79,85,79,82,63,92,80,57,57,64,74,79,82,80,7,8,12,15,10,0
eric dier,82,23,188,90,2,72,63,71,65,81,85,67,52,83,76,52,66,54,77,77,70,70,74,56,76,40,83,77,80,87,72,90,80,53,66,70,77,79,82,83,11,14,6,13,9,0
gerard deulofeu lazaro,82,23,177,73,4,93,70,75,88,26,61,76,70,40,79,68,89,84,78,62,87,93,93,93,78,79,72,72,78,59,65,40,25,78,74,78,76,20,30,22,12,16,14,11,11,0
jesus joaquin fernandez saez,82,23,176,70,4,82,75,81,87,23,51,81,70,50,83,72,87,84,80,75,89,84,80,86,78,86,78,50,77,50,82,23,20,76,82,72,76,19,23,18,15,15,9,8,9,0
raheem sterling,82,22,170,69,4,93,71,74,85,46,61,73,73,38,81,59,85,64,49,67,84,94,92,91,79,92,68,60,75,64,70,34,26,81,75,63,74,48,58,54,15,12,12,15,9,0
